# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  298       5.405893092813e-10       1.195979846630e-12       1.569904686973e-11       0.000000000000e+00 
  299       5.361214016086e-10       1.219849984545e-12       1.574677383922e-11       0.000000000000e+00 
  300       5.316430393995e-10       1.243866819377e-12       1.578961957630e-11       0.000000000000e+00 
  301       5.271557348926e-10       1.268022617955e-12       1.582755134505e-11       0.000000000000e+00 
  302       5.226610207382e-10       1.292309450127e-12       1.586053742108e-11       0.000000000000e+00 
  303       5.181604500729e-10       1.316719187228e-12       1.588854710474e-11       0.000000000000e+00 
  304       5.136555965944e-10       1.341243500554e-12       1.591155073451e-11       0.000000000000e+00 
  305       5.091480546359e-10       1.365873859834e-12       1.592951970016e-11       0.000000000000e+00 
  306       5.046394392411e-10       1.390601531694e-12       1.594242645614e-11       0.000000000000e+00 
  307       5.001313862387e-10       1.415417578136e-12       1.595024453481e-11       0.000000000000e+00 
  308       4.956255523172e-10       1.440312855002e-12       1.595294855971e-11       0.000000000000e+00 
  309       4.911236150992e-10       1.465278010449e-12       1.595051425888e-11       0.000000000000e+00 
  310       4.866272732167e-10       1.490303483416e-12       1.594291847812e-11       0.000000000000e+00 
  311       4.821382463851e-10       1.515379502100e-12       1.593013919429e-11       0.000000000000e+00 
  312       4.776581575693e-10       1.540496588587e-12       1.591215976942e-11       0.000000000000e+00 
  313       4.731881732839e-10       1.565647101789e-12       1.588898190417e-11       0.000000000000e+00 
  314       4.687293467489e-10       1.590823763115e-12       1.586061331135e-11       0.000000000000e+00 
  315       4.642827342238e-10       1.616019155853e-12       1.582706354770e-11       0.000000000000e+00 
  316       4.598493949378e-10       1.641225724265e-12       1.578834403238e-11       0.000000000000e+00 
  317       4.554303910192e-10       1.666435772676e-12       1.574446806544e-11       0.000000000000e+00 
  318       4.510267874253e-10       1.691641464572e-12       1.569545084632e-11       0.000000000000e+00 
  319       4.466396518725e-10       1.716834821689e-12       1.564130949237e-11       0.000000000000e+00 
  320       4.422700547656e-10       1.742007723104e-12       1.558206305732e-11       0.000000000000e+00 
  321       4.379190691279e-10       1.767151904333e-12       1.551773254977e-11       0.000000000000e+00 
  322       4.335877705308e-10       1.792258956421e-12       1.544834095170e-11       0.000000000000e+00 
  323       4.292772370238e-10       1.817320325030e-12       1.537391323695e-11       0.000000000000e+00 
  324       4.249885490641e-10       1.842327309542e-12       1.529447638973e-11       0.000000000000e+00 
  325       4.207227894465e-10       1.867271062141e-12       1.521005942309e-11       0.000000000000e+00 
  326       4.164810432331e-10       1.892142586912e-12       1.512069339744e-11       0.000000000000e+00 
  327       4.122643976830e-10       1.916932738934e-12       1.502641143903e-11       0.000000000000e+00 
  328       4.080739421825e-10       1.941632223367e-12       1.492724875843e-11       0.000000000000e+00 
  329       4.039107681743e-10       1.966231594550e-12       1.482324266906e-11       0.000000000000e+00 
  330       3.997759690877e-10       1.990721255093e-12       1.471443260566e-11       0.000000000000e+00 
  331       3.956706402682e-10       2.015091454967e-12       1.460086014276e-11       0.000000000000e+00 
  332       3.915958789075e-10       2.039332290599e-12       1.448256901324e-11       0.000000000000e+00 
  333       3.875527839730e-10       2.063433703965e-12       1.435960512675e-11       0.000000000000e+00 
  334       3.835424561376e-10       2.087385481680e-12       1.423201658827e-11       0.000000000000e+00 
  335       3.795659977099e-10       2.111177254092e-12       1.409985371654e-11       0.000000000000e+00 
  336       3.756245125635e-10       2.134798494377e-12       1.396316906260e-11       0.000000000000e+00 
  337       3.717191060669e-10       2.158238517628e-12       1.382201742827e-11       0.000000000000e+00 
  338       3.678508850135e-10       2.181486479948e-12       1.367645588465e-11       0.000000000000e+00 
  339       3.640209575512e-10       2.204531377548e-12       1.352654379059e-11       0.000000000000e+00 
  340       3.602304331122e-10       2.227362045832e-12       1.337234281121e-11       0.000000000000e+00 
  341       3.564804223429e-10       2.249967158494e-12       1.321391693640e-11       0.000000000000e+00 
  342       3.527720370334e-10       2.272335226610e-12       1.305133249926e-11       0.000000000000e+00 
  343       3.491063900476e-10       2.294454597731e-12       1.288465819466e-11       0.000000000000e+00 
  344       3.454845952529e-10       2.316313454976e-12       1.271396509771e-11       0.000000000000e+00 
  345       3.419077674500e-10       2.337899816120e-12       1.253932668223e-11       0.000000000000e+00 
  346       3.383770223024e-10       2.359201532696e-12       1.236081883928e-11       0.000000000000e+00 
  347       3.348934762667e-10       2.380206289078e-12       1.217851989563e-11       0.000000000000e+00 
  348       3.314582465219e-10       2.400901601579e-12       1.199251063226e-11       0.000000000000e+00 
  349       3.280723532708e-10       2.421275971514e-12       1.180287028578e-11       0.000000000000e+00 
  350       3.247364223079e-10       2.441322399104e-12       1.160966433161e-11       0.000000000000e+00 
  351       3.214509699590e-10       2.461035013754e-12       1.141295622954e-11       0.000000000000e+00 
  352       3.182164994304e-10       2.480407933477e-12       1.121281140955e-11       0.000000000000e+00 
  353       3.150335006419e-10       2.499435265119e-12       1.100929728632e-11       0.000000000000e+00 
  354       3.119024500612e-10       2.518111104587e-12       1.080248327383e-11       0.000000000000e+00 
  355       3.088238105378e-10       2.536429537075e-12       1.059244079983e-11       0.000000000000e+00 
  356       3.057980311367e-10       2.554384637289e-12       1.037924332047e-11       0.000000000000e+00 
  357       3.028255469720e-10       2.571970469676e-12       1.016296633477e-11       0.000000000000e+00 
  358       2.999067790414e-10       2.589181088648e-12       9.943687399247e-12       0.000000000000e+00 
  359       2.970421340598e-10       2.606010538809e-12       9.721486142388e-12       0.000000000000e+00 
  360       2.942320042928e-10       2.622452855181e-12       9.496444279246e-12       0.000000000000e+00 
  361       2.914767673911e-10       2.638502063431e-12       9.268645625967e-12       0.000000000000e+00 
  362       2.887767862243e-10       2.654152180097e-12       9.038176114345e-12       0.000000000000e+00 
  363       2.861324087145e-10       2.669397212815e-12       8.805123806365e-12       0.000000000000e+00 
  364       2.835439676702e-10       2.684231160543e-12       8.569578908752e-12       0.000000000000e+00 
  365       2.810117806206e-10       2.698648013791e-12       8.331633787521e-12       0.000000000000e+00 
  366       2.785361496490e-10       2.712641754842e-12       8.091382982518e-12       0.000000000000e+00 
  367       2.761173612269e-10       2.726206357986e-12       7.848923221976e-12       0.000000000000e+00 
  368       2.737556860477e-10       2.739335789739e-12       7.604353437054e-12       0.000000000000e+00 
  369       2.714513788609e-10       2.752024009071e-12       7.357774776390e-12       0.000000000000e+00 
  370       2.692046783057e-10       2.764264967638e-12       7.109290620648e-12       0.000000000000e+00 
  371       2.670158067450e-10       2.776052609999e-12       6.859006597063e-12       0.000000000000e+00 
  372       2.648849700990e-10       2.787380873850e-12       6.607030593988e-12       0.000000000000e+00 
  373       2.628123576795e-10       2.798243690248e-12       6.353472775446e-12       0.000000000000e+00 
  374       2.607981420237e-10       2.808634983833e-12       6.098445595673e-12       0.000000000000e+00 
  375       2.588424787276e-10       2.818548673063e-12       5.842063813667e-12       0.000000000000e+00 
  376       2.569455062805e-10       2.827978670432e-12       5.584444507735e-12       0.000000000000e+00 
  377       2.551073458985e-10       2.836918882700e-12       5.325707090042e-12       0.000000000000e+00 
  378       2.533281013585e-10       2.845363211122e-12       5.065973321156e-12       0.000000000000e+00 
  379       2.516078588321e-10       2.853305551667e-12       4.805367324597e-12       0.000000000000e+00 
  380       2.499466867192e-10       2.860739795253e-12       4.544015601384e-12       0.000000000000e+00 
  381       2.483446354824e-10       2.867659827965e-12       4.282047044582e-12       0.000000000000e+00 
  382       2.468017374805e-10       2.874059531288e-12       4.019592953852e-12       0.000000000000e+00 
  383       2.453180068022e-10       2.879932782331e-12       3.756787049995e-12       0.000000000000e+00 
  384       2.438934391005e-10       2.885273454050e-12       3.493765489499e-12       0.000000000000e+00 
  385       2.425280114262e-10       2.890075415481e-12       3.230666879091e-12       0.000000000000e+00 
  386       2.412216820618e-10       2.894332531959e-12       2.967632290281e-12       0.000000000000e+00 
  387       2.399743903557e-10       2.898038665350e-12       2.704805273909e-12       0.000000000000e+00 
  388       2.387860450589e-10       2.901188821980e-12       2.442319525361e-12       0.000000000000e+00 
  389       2.376564891951e-10       2.903782643303e-12       2.180261341866e-12       0.000000000000e+00 
  390       2.365855335507e-10       2.905821046248e-12       1.918705789433e-12       0.000000000000e+00 
  391       2.355729678784e-10       2.907305088441e-12       1.657728930095e-12       0.000000000000e+00 
  392       2.346185607216e-10       2.908235969340e-12       1.397407826636e-12       0.000000000000e+00 
  393       2.337220592391e-10       2.908615031380e-12       1.137820547320e-12       0.000000000000e+00 
  394       2.328831890302e-10       2.908443761104e-12       8.790461706210e-13       0.000000000000e+00 
  395       2.321016539591e-10       2.907723790310e-12       6.211647899504e-13       0.000000000000e+00 
  396       2.313771359798e-10       2.906456897183e-12       3.642575183873e-13       0.000000000000e+00 
  397       2.307092949607e-10       2.904645007437e-12       1.084064934071e-13       0.000000000000e+00 
  398       2.300977685096e-10       2.902290195456e-12      -1.463051183897e-13       0.000000000000e+00 
  399       2.295421717981e-10       2.899394685427e-12      -3.997931165487e-13       0.000000000000e+00 
  400       2.290420973865e-10       2.895960852483e-12      -6.519722620320e-13       0.000000000000e+00 
  401       2.285971150486e-10       2.891991223842e-12      -9.027562724898e-13       0.000000000000e+00 
  402       2.282067715964e-10       2.887488479944e-12      -1.152057817531e-12       0.000000000000e+00 
  403       2.278705907046e-10       2.882455455589e-12      -1.399788513995e-12       0.000000000000e+00 
  404       2.275880727356e-10       2.876895141081e-12      -1.645858921222e-12       0.000000000000e+00 
  405       2.273586945644e-10       2.870810683359e-12      -1.890178536324e-12       0.000000000000e+00 
  406       2.271819094027e-10       2.864205387142e-12      -2.132655789456e-12       0.000000000000e+00 
  407       2.270571466244e-10       2.857082716065e-12      -2.373198039087e-12       0.000000000000e+00 
  408       2.269838115896e-10       2.849446293820e-12      -2.611711567272e-12       0.000000000000e+00 
  409       2.269612854700e-10       2.841299905292e-12      -2.848101574921e-12       0.000000000000e+00 
  410       2.269889250732e-10       2.832647497699e-12      -3.082272177073e-12       0.000000000000e+00 
  411       2.270660626677e-10       2.823493181732e-12      -3.314126398162e-12       0.000000000000e+00 
  412       2.271920058072e-10       2.813841232692e-12      -3.543566167294e-12       0.000000000000e+00 
  413       2.273660371559e-10       2.803696091630e-12      -3.770492313515e-12       0.000000000000e+00 
  414       2.275874143129e-10       2.793062366485e-12      -3.994804561081e-12       0.000000000000e+00 
  415       2.278553696370e-10       2.781944833223e-12      -4.216401524732e-12       0.000000000000e+00 
  416       2.281691100715e-10       2.770348436978e-12      -4.435180704959e-12       0.000000000000e+00 
  417       2.285278169687e-10       2.758278293185e-12      -4.651038483281e-12       0.000000000000e+00 
  418       2.289306459150e-10       2.745739688728e-12      -4.863870117508e-12       0.000000000000e+00 
  419       2.293767265552e-10       2.732738083068e-12      -5.073569737020e-12       0.000000000000e+00 
  420       2.298651624178e-10       2.719279109390e-12      -5.280030338033e-12       0.000000000000e+00 
  421       2.303950307392e-10       2.705368575740e-12      -5.483143778873e-12       0.000000000000e+00 
  422       2.309653822886e-10       2.691012466161e-12      -5.682800775242e-12       0.000000000000e+00 
